,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
23,frozenset({'MAGIC DRAWING SLATE'}),frozenset({'DRAWING SLATE'}),0.0532,0.0544,0.0456,0.8571428571428572,15.756302521008406,1.0,0.04270592,6.619200000000003,0.9891564568370651,0.7354838709677419,0.8489243413101282,0.8476890756302522
24,frozenset({'DRAWING SLATE BUNNIES'}),frozenset({'DRAWING SLATE DINOSAUR'}),0.0528,0.0544,0.0444,0.8409090909090909,15.45788770053476,1.0,0.041527680000000004,5.94377142857143,0.987445215485756,0.7070063694267517,0.8317566528226427,0.8285427807486632
25,frozenset({'DRAWING SLATE DINOSAUR'}),frozenset({'DRAWING SLATE BUNNIES'}),0.0544,0.0528,0.0444,0.8161764705882354,15.457887700534762,1.0,0.041527680000000004,5.152768000000003,0.9891160195728724,0.7070063694267517,0.8059295508744039,0.8285427807486632
26,frozenset({'DRAWING SLATE BUNNIES'}),frozenset({'MAGIC DRAWING SLATE'}),0.0528,0.0532,0.0442,0.8371212121212122,15.735361130097974,1.0,0.041391040000000004,5.812911627906978,0.9886495658554482,0.7152103559870552,0.827969172075636,0.8339741398951925
27,frozenset({'MAGIC DRAWING SLATE'}),frozenset({'DRAWING SLATE BUNNIES'}),0.0532,0.0528,0.0442,0.830827067669173,15.735361130097974,1.0,0.041391040000000004,5.599004444444447,0.9890672462803978,0.7152103559870552,0.821396819752083,0.8339741398951925
28,frozenset({'DRAWING SLATE DINOSAUR'}),frozenset({'MAGIC DRAWING SLATE'}),0.0544,0.0532,0.0444,0.8161764705882354,15.34166298098187,1.0,0.04150592,5.150592000000002,0.9885977347906282,0.7025316455696202,0.8058475608240763,0.8253814683768246
29,frozenset({'MAGIC DRAWING SLATE'}),frozenset({'DRAWING SLATE DINOSAUR'}),0.0532,0.0544,0.0444,0.8345864661654137,15.34166298098187,1.0,0.04150592,5.716581818181822,0.9873447592078771,0.7025316455696202,0.8250702899380432,0.8253814683768246
30,frozenset({'HEART HOT WATER'}),frozenset({'GREY HEART HOT'}),0.0524,0.0556,0.0448,0.8549618320610687,15.377011368004833,1.0,0.04188656,6.5113894736842095,0.9866693300367847,0.7088607594936708,0.8464229479680948,0.830358613872261
31,frozenset({'GREY HEART HOT'}),frozenset({'HEART HOT WATER'}),0.0556,0.0524,0.0448,0.8057553956834532,15.377011368004831,1.0,0.04188656,4.878385185185185,0.9900125552126824,0.7088607594936708,0.7950141364325172,0.830358613872261
32,frozenset({'HOT WATER BOTTLE'}),frozenset({'GREY HEART HOT'}),0.0546,0.0556,0.0472,0.8644688644688644,15.54800115951195,1.0,0.04416424,6.968140540540537,0.989721864657772,0.7492063492063492,0.8564896913054473,0.8566948638891085
33,frozenset({'GREY HEART HOT'}),frozenset({'HOT WATER BOTTLE'}),0.0556,0.0546,0.0472,0.8489208633093526,15.548001159511951,1.0,0.04416424,6.257647619047622,0.9907698547728269,0.7492063492063492,0.840195539781418,0.8566948638891085
34,frozenset({'HOT WATER BOTTLE'}),frozenset({'HEART HOT WATER'}),0.0546,0.0524,0.0444,0.8131868131868132,15.518832312725442,1.0,0.04153896,5.0724470588235295,0.9895939942481089,0.7092651757188497,0.802856493443239,0.8302575287308112
35,frozenset({'HEART HOT WATER'}),frozenset({'HOT WATER BOTTLE'}),0.0524,0.0546,0.0444,0.8473282442748091,15.518832312725442,1.0,0.04153896,6.192369999999999,0.9872964986937126,0.7092651757188497,0.8385109416911457,0.8302575287308112
36,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG BAROQUE'}),0.0468,0.05,0.0386,0.8247863247863249,16.495726495726498,1.0,0.03626,5.421951219512197,0.9854996205853639,0.6632302405498283,0.8155645524066577,0.7983931623931624
37,frozenset({'JUMBO BAG BAROQUE'}),frozenset({'JUMBO BAG OWLS'}),0.05,0.0468,0.0386,0.772,16.495726495726494,1.0,0.03626,4.180701754385965,0.9888191982547041,0.6632302405498283,0.760805707091901,0.7983931623931624
38,frozenset({'JUMBO BAG RED'}),frozenset({'JUMBO BAG BAROQUE'}),0.0508,0.05,0.0416,0.8188976377952756,16.37795275590551,1.0,0.03906,5.245652173913043,0.9891933287950986,0.7027027027027026,0.8093659345213428,0.8254488188976378
39,frozenset({'JUMBO BAG BAROQUE'}),frozenset({'JUMBO BAG RED'}),0.05,0.0508,0.0416,0.832,16.37795275590551,1.0,0.03906,5.649999999999999,0.9883603238866396,0.7027027027027026,0.8230088495575221,0.8254488188976378
40,frozenset({'JUMBO SHOPPER'}),frozenset({'JUMBO BAG BAROQUE'}),0.051,0.05,0.0422,0.8274509803921569,16.54901960784314,1.0,0.039650000000000005,5.50568181818182,0.9900668700902422,0.7176870748299319,0.8183694530443757,0.8357254901960784
41,frozenset({'JUMBO BAG BAROQUE'}),frozenset({'JUMBO SHOPPER'}),0.05,0.051,0.0422,0.844,16.54901960784314,1.0,0.039650000000000005,6.083333333333332,0.9890246944375157,0.7176870748299319,0.8356164383561644,0.8357254901960784
42,frozenset({'JUMBO BAG RED'}),frozenset({'JUMBO BAG OWLS'}),0.0508,0.0468,0.0392,0.7716535433070866,16.48832357493775,1.0,0.03682256,4.174358620689655,0.9896239153056924,0.6712328767123288,0.7604422401459154,0.804630190456962
43,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED'}),0.0468,0.0508,0.0392,0.8376068376068375,16.48832357493775,1.0,0.03682256,5.845073684210523,0.9854710663115435,0.6712328767123288,0.8289157581192979,0.804630190456962
44,frozenset({'JUMBO SHOPPER'}),frozenset({'JUMBO BAG OWLS'}),0.051,0.0468,0.0398,0.7803921568627452,16.675046086810795,1.0,0.0374132,4.3404642857142886,0.9905481040608735,0.6862068965517242,0.7696099001917176,0.8154097536450478
45,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO SHOPPER'}),0.0468,0.051,0.0398,0.8504273504273504,16.675046086810795,1.0,0.0374132,6.3447428571428555,0.9861835404466731,0.6862068965517242,0.842389199607324,0.8154097536450478
46,frozenset({'JUMBO SHOPPER'}),frozenset({'JUMBO BAG RED'}),0.051,0.0508,0.0428,0.8392156862745098,16.519993824301373,1.0,0.0402092,5.903560975609757,0.9899549944358548,0.7254237288135592,0.8306107103608406,0.8408676856569399
47,frozenset({'JUMBO BAG RED'}),frozenset({'JUMBO SHOPPER'}),0.0508,0.051,0.0428,0.84251968503937,16.519993824301373,1.0,0.0402092,6.026149999999998,0.9897464072056745,0.7254237288135592,0.8340565701152477,0.8408676856569399
48,frozenset({'LUNCH BOX WRAP'}),frozenset({'LUNCH BAG'}),0.0578,0.0558,0.0484,0.8373702422145329,15.006635165134998,1.0,0.04517476,5.805825531914896,0.9906206855416635,0.7423312883435582,0.8277592059039748,0.8523768773796678
49,frozenset({'LUNCH BAG'}),frozenset({'LUNCH BOX WRAP'}),0.0558,0.0578,0.0484,0.8673835125448028,15.006635165134998,1.0,0.04517476,7.104697297297296,0.9885223574638375,0.7423312883435582,0.8592480498246687,0.8523768773796678
50,frozenset({'WATER BOTTLE'}),frozenset({'LUNCH BAG'}),0.0554,0.0558,0.0482,0.8700361010830325,15.592044822276568,1.0,0.04510868,7.265094444444447,0.9907524140275845,0.765079365079365,0.8623555402277404,0.8669176921185772
51,frozenset({'LUNCH BAG'}),frozenset({'WATER BOTTLE'}),0.0558,0.0554,0.0482,0.8637992831541218,15.592044822276568,1.0,0.04510868,6.935352631578944,0.9911721354484817,0.765079365079365,0.8558112250202433,0.8669176921185772
52,frozenset({'WATER BOTTLE'}),frozenset({'LUNCH BOX WRAP'}),0.0554,0.0578,0.0484,0.8736462093862816,15.114986321561966,1.0,0.045197879999999996,7.456839999999999,0.9886094599489398,0.7469135802469136,0.8658949367292311,0.8555082258004072
53,frozenset({'LUNCH BOX WRAP'}),frozenset({'WATER BOTTLE'}),0.0578,0.0554,0.0484,0.8373702422145329,15.114986321561966,1.0,0.045197879999999996,5.808285106382981,0.9911276755123843,0.7469135802469136,0.8278321429330223,0.8555082258004072
54,frozenset({'MUG WARMER PINK'}),frozenset({'MUG WARMER POLKADOT'}),0.0556,0.0522,0.0446,0.802158273381295,15.367016731442432,1.0,0.04169768,4.790698181818182,0.989967768464757,0.7056962025316456,0.7912621580304864,0.8282822018247471
55,frozenset({'MUG WARMER POLKADOT'}),frozenset({'MUG WARMER PINK'}),0.0522,0.0556,0.0446,0.8544061302681992,15.367016731442433,1.0,0.04169768,6.486536842105263,0.9864165019393508,0.7056962025316456,0.8458345301442177,0.8282822018247471
56,frozenset({'MUG WARMER PINK'}),frozenset({'OFFICE MUG'}),0.0556,0.0548,0.0472,0.8489208633093526,15.49125662973271,1.0,0.04415312,6.256323809523812,0.9905203913883085,0.7468354430379746,0.8401617258880159,0.8551173659612457
57,frozenset({'OFFICE MUG'}),frozenset({'MUG WARMER PINK'}),0.0548,0.0556,0.0472,0.8613138686131386,15.49125662973271,1.0,0.04415312,6.809621052631576,0.9896820330375777,0.7468354430379746,0.8531489502468643,0.8551173659612457
58,frozenset({'OFFICE MUG'}),frozenset({'MUG WARMER POLKADOT'}),0.0548,0.0522,0.0442,0.8065693430656935,15.451519982101408,1.0,0.041339440000000005,4.899947169811322,0.9895063986074915,0.7038216560509554,0.7959161669821624,0.8266563190424253
59,frozenset({'MUG WARMER POLKADOT'}),frozenset({'OFFICE MUG'}),0.0522,0.0548,0.0442,0.8467432950191571,15.451519982101408,1.0,0.041339440000000005,6.167430000000002,0.9867919898330882,0.7038216560509554,0.8378579083994468,0.8266563190424253
60,frozenset({'PURSE BABUSHKA PINK'}),frozenset({'RED BABUSHKA'}),0.0504,0.0514,0.0422,0.8373015873015873,16.289914149836328,1.0,0.03960944,5.830419512195123,0.9884291515110378,0.7080536912751678,0.8284857551144711,0.8291566302266691
61,frozenset({'RED BABUSHKA'}),frozenset({'PURSE BABUSHKA PINK'}),0.0514,0.0504,0.0422,0.8210116731517509,16.289914149836328,1.0,0.03960944,5.305373913043478,0.9894711388097001,0.7080536912751678,0.8115118714740427,0.8291566302266691
62,frozenset({'YELLOW BABUSHKA'}),frozenset({'PURSE BABUSHKA PINK'}),0.051,0.0504,0.0418,0.8196078431372549,16.26206037970744,1.0,0.039229599999999996,5.264086956521738,0.9889432845453033,0.7013422818791947,0.8100335332110941,0.8244864612511671
63,frozenset({'PURSE BABUSHKA PINK'}),frozenset({'YELLOW BABUSHKA'}),0.0504,0.051,0.0418,0.8293650793650793,16.26206037970744,1.0,0.039229599999999996,5.561581395348835,0.988318425688177,0.7013422818791947,0.8201950256744777,0.8244864612511671
64,frozenset({'PURSE BABUSHKA PINK'}),frozenset({'YELLOW BABUSHKA NOTEBOOK'}),0.0504,0.0518,0.0428,0.8492063492063492,16.393944965373535,1.0,0.04018928,6.288063157894737,0.9888393735876986,0.7205387205387205,0.840968518462718,0.8377305877305877
65,frozenset({'YELLOW BABUSHKA NOTEBOOK'}),frozenset({'PURSE BABUSHKA PINK'}),0.0518,0.0504,0.0428,0.8262548262548263,16.39394496537354,1.0,0.04018928,5.465475555555556,0.9902993768813315,0.7205387205387205,0.817033304817635,0.8377305877305877
66,frozenset({'YELLOW BABUSHKA'}),frozenset({'RED BABUSHKA'}),0.051,0.0514,0.0428,0.8392156862745098,16.32715342946517,1.0,0.040178599999999995,5.899829268292684,0.9892016190185438,0.7181208053691276,0.8305035697601832,0.8359502555886167
67,frozenset({'RED BABUSHKA'}),frozenset({'YELLOW BABUSHKA'}),0.0514,0.051,0.0428,0.8326848249027237,16.32715342946517,1.0,0.040178599999999995,5.671930232558137,0.989618739667508,0.7181208053691276,0.8236931769259469,0.8359502555886167
68,frozenset({'RED BABUSHKA'}),frozenset({'YELLOW BABUSHKA NOTEBOOK'}),0.0514,0.0518,0.0438,0.8521400778210116,16.45058065291528,1.0,0.04113748,6.412826315789473,0.9901031753596022,0.7373737373737373,0.8440625161579959,0.8488499616904286
69,frozenset({'YELLOW BABUSHKA NOTEBOOK'}),frozenset({'RED BABUSHKA'}),0.0518,0.0514,0.0438,0.8455598455598455,16.45058065291528,1.0,0.04113748,6.142184999999999,0.9905208522949996,0.7373737373737373,0.8371914880453779,0.8488499616904286
70,frozenset({'YELLOW BABUSHKA'}),frozenset({'YELLOW BABUSHKA NOTEBOOK'}),0.051,0.0518,0.0434,0.8509803921568628,16.428192898781138,1.0,0.0407582,6.362921052631583,0.9895985587545465,0.7306397306397306,0.8428394770690391,0.8444091149973503
71,frozenset({'YELLOW BABUSHKA NOTEBOOK'}),frozenset({'YELLOW BABUSHKA'}),0.0518,0.051,0.0434,0.8378378378378378,16.428192898781134,1.0,0.0407582,5.852166666666666,0.9904334868783637,0.7306397306397306,0.8291231167943497,0.8444091149973503
72,"frozenset({'LUNCH BOX WRAP', 'LUNCH BAG'})",frozenset({'ALPHABET LUNCH'}),0.0484,0.0546,0.0398,0.8223140495867769,15.060696878878696,1.0,0.03715736,5.320623255813954,0.981086601566048,0.629746835443038,0.812052093914509,0.775625889262253
73,"frozenset({'LUNCH BOX WRAP', 'ALPHABET LUNCH'})",frozenset({'LUNCH BAG'}),0.0462,0.0558,0.0398,0.8614718614718615,15.4385638256606,1.0,0.037222040000000005,6.8159437500000015,0.98052750647766,0.6398713826366559,0.8532851741917619,0.7873667551086906
74,"frozenset({'LUNCH BAG', 'ALPHABET LUNCH'})",frozenset({'LUNCH BOX WRAP'}),0.046,0.0578,0.0398,0.8652173913043479,14.969159019106366,1.0,0.0371412,6.990516129032264,0.9781928510476913,0.6218750000000001,0.8569490461731564,0.7768993530916204
75,frozenset({'LUNCH BOX WRAP'}),"frozenset({'LUNCH BAG', 'ALPHABET LUNCH'})",0.0578,0.046,0.0398,0.6885813148788928,14.969159019106366,1.0,0.0371412,3.063400000000001,0.9904436212051554,0.6218750000000001,0.6735653195795522,0.7768993530916204
76,frozenset({'LUNCH BAG'}),"frozenset({'LUNCH BOX WRAP', 'ALPHABET LUNCH'})",0.0558,0.0462,0.0398,0.7132616487455197,15.4385638256606,1.0,0.037222040000000005,3.3263774999999995,0.9904968604939548,0.6398713826366559,0.6993726659105889,0.7873667551086906
77,frozenset({'ALPHABET LUNCH'}),"frozenset({'LUNCH BOX WRAP', 'LUNCH BAG'})",0.0546,0.0484,0.0398,0.7289377289377289,15.060696878878696,1.0,0.03715736,3.510632432432432,0.9875206368206593,0.629746835443038,0.7151510392367895,0.775625889262253
78,"frozenset({'WATER BOTTLE', 'LUNCH BAG'})",frozenset({'ALPHABET LUNCH'}),0.0482,0.0546,0.0396,0.8215767634854773,15.047193470429985,1.0,0.036968280000000006,5.298637209302328,0.9808178443395927,0.6265822784810127,0.8112722270842789,0.7734257443801013
79,"frozenset({'WATER BOTTLE', 'ALPHABET LUNCH'})",frozenset({'LUNCH BAG'}),0.046,0.0558,0.0396,0.8608695652173914,15.427769985974756,1.0,0.0370332,6.786437500000007,0.9802744425385934,0.6366559485530547,0.8526472836447696,0.7852734922861151
80,"frozenset({'LUNCH BAG', 'ALPHABET LUNCH'})",frozenset({'WATER BOTTLE'}),0.046,0.0554,0.0396,0.8608695652173914,15.539161827028726,1.0,0.037051600000000004,6.7893125000000065,0.9807614933401098,0.6407766990291264,0.852709681576743,0.7878355046303565
81,frozenset({'WATER BOTTLE'}),"frozenset({'LUNCH BAG', 'ALPHABET LUNCH'})",0.0554,0.046,0.0396,0.7148014440433214,15.539161827028725,1.0,0.037051600000000004,3.345037974683545,0.9905213472861155,0.6407766990291264,0.7010497317015947,0.7878355046303565
82,frozenset({'LUNCH BAG'}),"frozenset({'WATER BOTTLE', 'ALPHABET LUNCH'})",0.0558,0.046,0.0396,0.7096774193548387,15.427769985974756,1.0,0.0370332,3.2860000000000005,0.9904488648398836,0.6366559485530547,0.6956786366402922,0.7852734922861151
83,frozenset({'ALPHABET LUNCH'}),"frozenset({'WATER BOTTLE', 'LUNCH BAG'})",0.0546,0.0482,0.0396,0.7252747252747253,15.047193470429985,1.0,0.036968280000000006,3.464552,0.9874576097338948,0.6265822784810127,0.7113623925979462,0.7734257443801013
84,"frozenset({'WATER BOTTLE', 'LUNCH BOX WRAP'})",frozenset({'ALPHABET LUNCH'}),0.0484,0.0546,0.0398,0.8223140495867769,15.060696878878696,1.0,0.03715736,5.320623255813954,0.981086601566048,0.629746835443038,0.812052093914509,0.775625889262253
85,"frozenset({'WATER BOTTLE', 'ALPHABET LUNCH'})",frozenset({'LUNCH BOX WRAP'}),0.046,0.0578,0.0398,0.8652173913043479,14.969159019106366,1.0,0.0371412,6.990516129032264,0.9781928510476913,0.6218750000000001,0.8569490461731564,0.7768993530916204
86,"frozenset({'LUNCH BOX WRAP', 'ALPHABET LUNCH'})",frozenset({'WATER BOTTLE'}),0.0462,0.0554,0.0398,0.8614718614718615,15.550033600575118,1.0,0.03724052,6.8188312500000015,0.9810143188157183,0.6440129449838189,0.8533473020028176,0.7899417069092161
87,frozenset({'WATER BOTTLE'}),"frozenset({'LUNCH BOX WRAP', 'ALPHABET LUNCH'})",0.0554,0.0462,0.0398,0.7184115523465705,15.55003360057512,1.0,0.03724052,3.3872128205128216,0.9905689787067882,0.6440129449838189,0.7047720196546137,0.7899417069092161
88,frozenset({'LUNCH BOX WRAP'}),"frozenset({'WATER BOTTLE', 'ALPHABET LUNCH'})",0.0578,0.046,0.0398,0.6885813148788928,14.969159019106366,1.0,0.0371412,3.063400000000001,0.9904436212051554,0.6218750000000001,0.6735653195795522,0.7768993530916204
89,frozenset({'ALPHABET LUNCH'}),"frozenset({'WATER BOTTLE', 'LUNCH BOX WRAP'})",0.0546,0.0484,0.0398,0.7289377289377289,15.060696878878696,1.0,0.03715736,3.510632432432432,0.9875206368206593,0.629746835443038,0.7151510392367895,0.775625889262253
90,"frozenset({'HEART HOT WATER', 'CALM HOT WATER'})",frozenset({'GREY HEART HOT'}),0.0446,0.0556,0.0384,0.8609865470852017,15.485369551892118,1.0,0.03592024,6.79358709677419,0.9790903461028541,0.6213592233009708,0.8528023582011878,0.7758170145497951
91,"frozenset({'HEART HOT WATER', 'GREY HEART HOT'})",frozenset({'CALM HOT WATER'}),0.0448,0.0566,0.0384,0.8571428571428571,15.143866733972741,1.0,0.03586432,6.603799999999998,0.9777707984366275,0.6095238095238095,0.8485720342832914,0.767794043412418
92,"frozenset({'CALM HOT WATER', 'GREY HEART HOT'})",frozenset({'HEART HOT WATER'}),0.0476,0.0524,0.0384,0.8067226890756302,15.39547116556546,1.0,0.035905759999999995,4.902799999999997,0.9817784894302113,0.6233766233766233,0.7960349188218976,0.769773558278273
93,frozenset({'HEART HOT WATER'}),"frozenset({'CALM HOT WATER', 'GREY HEART HOT'})",0.0524,0.0476,0.0384,0.7328244274809159,15.395471165565459,1.0,0.035905759999999995,3.5646971428571415,0.9867516181229773,0.6233766233766233,0.7194712594297731,0.769773558278273
94,frozenset({'CALM HOT WATER'}),"frozenset({'HEART HOT WATER', 'GREY HEART HOT'})",0.0566,0.0448,0.0384,0.6784452296819787,15.14386673397274,1.0,0.03586432,2.9705670329670326,0.99000070666384,0.6095238095238095,0.6633639339216696,0.767794043412418
95,frozenset({'GREY HEART HOT'}),"frozenset({'HEART HOT WATER', 'CALM HOT WATER'})",0.0556,0.0446,0.0384,0.6906474820143885,15.48536955189212,1.0,0.03592024,3.088386046511628,0.990494405619088,0.6213592233009708,0.6762062822005322,0.7758170145497951
96,"frozenset({'HOT WATER BOTTLE', 'CALM HOT WATER'})",frozenset({'GREY HEART HOT'}),0.047,0.0556,0.0408,0.8680851063829788,15.613041481708253,1.0,0.0381868,7.159161290322582,0.9821101578091886,0.6601941747572817,0.8603188335270847,0.8009490280116334
97,"frozenset({'HOT WATER BOTTLE', 'GREY HEART HOT'})",frozenset({'CALM HOT WATER'}),0.0472,0.0566,0.0408,0.864406779661017,15.272204587650478,1.0,0.038128480000000006,6.957575000000001,0.9808160879801123,0.6476190476190476,0.8562717613536326,0.7926274180990598
98,"frozenset({'CALM HOT WATER', 'GREY HEART HOT'})",frozenset({'HOT WATER BOTTLE'}),0.0476,0.0546,0.0408,0.8571428571428571,15.698587127158554,1.0,0.038201040000000006,6.617799999999998,0.9830953380932381,0.6644951140065146,0.8488923811538577,0.8021978021978022
99,frozenset({'HOT WATER BOTTLE'}),"frozenset({'CALM HOT WATER', 'GREY HEART HOT'})",0.0546,0.0476,0.0408,0.7472527472527473,15.698587127158556,1.0,0.038201040000000006,3.7681913043478263,0.9903744446795009,0.6644951140065146,0.7346206922015406,0.8021978021978022
100,frozenset({'CALM HOT WATER'}),"frozenset({'HOT WATER BOTTLE', 'GREY HEART HOT'})",0.0566,0.0472,0.0408,0.7208480565371026,15.27220458765048,1.0,0.038128480000000006,3.4131949367088623,0.9905889003894965,0.6476190476190476,0.7070193708407878,0.7926274180990598
101,frozenset({'GREY HEART HOT'}),"frozenset({'HOT WATER BOTTLE', 'CALM HOT WATER'})",0.0556,0.047,0.0408,0.7338129496402879,15.613041481708253,1.0,0.0381868,3.5801891891891904,0.9910535582297296,0.6601941747572817,0.7206851517736493,0.8009490280116334
102,"frozenset({'HOT WATER BOTTLE', 'HEART HOT WATER'})",frozenset({'CALM HOT WATER'}),0.0444,0.0566,0.038,0.8558558558558558,15.121128195333142,1.0,0.03548696,6.544837499999996,0.9772576061333744,0.6031746031746031,0.8472078183759336,0.7636169738643237
103,"frozenset({'HOT WATER BOTTLE', 'CALM HOT WATER'})",frozenset({'HEART HOT WATER'}),0.047,0.0524,0.038,0.8085106382978723,15.42959233392886,1.0,0.0355372,4.948577777777777,0.9813110951565693,0.6188925081433224,0.7979217373341835,0.7668507389962644
