,Business ID,Business State,Total Long-term Debt,Total Equity,Debt to Equity,Total Liabilities,Total Revenue,Profit Margin,Debt to Income Ratio
42,618766996,Delaware,756297.88,7264531.28,0.1,4186619.61,2840384.13,0.16,0.2662660560633396
43,771870675,Florida,3053436.15,5965518.1,0.51,1819594.99,9321182.41,0.36,0.32758034503478833
44,548811197,Colorado,8097066.99,3478656.29,2.33,819768.8,259377.47,0.11,31.217310393227294
45,266367098,Hawaii,1777287.02,2664478.32,0.67,7547020.61,2089701.67,0.36,0.8504979660565616
46,148042010,Alaska,4935459.75,5626325.36,0.88,6906690.25,4334845.21,0.2,1.1385550142861964
47,322617916,Delaware,4928102.93,2489060.72,1.98,2565877.18,5477344.24,0.47,0.8997248874757595
48,531078039,Wisconsin,712177.89,6975681.33,0.1,57788.17,2318907.89,0.55,0.30711780018136037
49,845941472,Nevada,9931998.05,6355001.72,1.56,9046172.15,4007878.81,0.48,2.478118356577753
50,208215645,Michigan,7873174.26,6200327.91,1.27,4389437.93,3794095.11,0.65,2.0751125187265007
51,16647375,Alaska,2136032.68,3989909.98,0.54,7632797.96,5029654.61,0.76,0.4246877461035043
52,704073801,Ohio,4896162.58,5034717.57,0.97,8551489.18,4423363.32,0.71,1.1068868247521662
53,732320153,Arizona,3660246.5,3260795.43,1.12,7802777.13,8768954.93,0.06,0.417409660469084
54,839788132,Nebraska,4970326.24,7833472.05,0.63,3545182.97,4670875.34,0.18,1.064110231638081
55,102135537,Connecticut,2635590.44,211870.08,12.44,2118659.29,3436662.42,0.63,0.7669040824789535
56,711636468,California,9302349.86,2418625.91,3.85,1434547.44,2862263.06,0.88,3.2499982234337326
57,708631379,Montana,8821344.3,6322491.37,1.4,7784008.06,8527462.46,0.09,1.0344629884187142
58,886637841,Wisconsin,5391278.72,1685087.22,3.2,728926.63,4429726.21,0.26,1.2170681582598306
59,830401098,Idaho,4444415.31,8272098.91,0.54,1435170.7,4608814.84,0.15,0.9643293263653872
60,40981418,Massachusetts,9076413.5,5724525.78,1.59,5885483.0,6729801.76,0.64,1.3486895786362658
61,745316373,Washington,395788.4,2180075.65,0.18,5189907.14,6632033.79,0.22,0.0596782846005373
62,347736979,Florida,7748672.83,893136.59,8.68,7782106.84,9307328.62,0.36,0.8325345699462368
63,584594623,Kansas,1665396.16,7451751.22,0.22,5644364.95,4764241.74,0.84,0.3495616408415077
64,960723413,Washington,8736381.29,4742033.9,1.84,8011636.62,6325410.79,0.53,1.3811563517442318
65,453646310,Illinois,5550232.53,2676462.11,2.07,7284260.56,9003730.4,0.52,0.6164369970473572
66,993098726,Colorado,9347923.26,9767030.65,0.96,1245839.7,6326798.55,0.84,1.477512392108644
67,842038534,Massachusetts,2960031.45,6988425.73,0.42,3011001.81,1761813.71,0.27,1.6801046746310087
68,109095160,Oklahoma,939959.45,2641691.79,0.36,5703522.0,5850602.66,0.71,0.16066027803022945
69,491237093,Washington,7511594.53,1949935.45,3.85,1276371.5,9084527.43,0.3,0.8268558367928226
70,223196199,Pennsylvania,6815303.59,568614.02,11.99,5449337.62,9569062.1,0.45,0.7122227360192385
71,52436853,Mississippi,18062.86,7987219.52,0.0,4219210.39,8331827.59,0.43,0.0021679349224267854
72,495534759,Maine,4632686.64,9134262.4,0.51,2904604.47,1464353.61,0.64,3.163639307038687
73,98479709,Alaska,7965511.49,1980536.22,4.02,4237705.23,9758357.75,0.44,0.8162758216155788
74,107517744,Alabama,3160583.78,2285238.44,1.38,6293442.65,2903195.17,0.77,1.088657012335826
75,738073398,Ohio,6018667.97,8841358.53,0.68,7798851.7,2362391.66,0.71,2.5477011589179077
76,59496661,Minnesota,3832936.22,6831165.85,0.56,8599498.98,7976375.15,0.94,0.4805361016651781
77,128016348,Nevada,8991520.25,4722511.27,1.9,6429572.48,3056597.34,0.38,2.9416763969309745
78,583487081,Alaska,9388192.89,2003596.05,4.69,5044150.0,7155142.86,0.6,1.3120902089158286
79,969795269,Georgia,5060776.29,7422701.41,0.68,6075896.09,9551661.21,0.93,0.5298320552556532
80,577556349,Montana,3964144.38,2481642.71,1.6,8437737.96,2208855.68,0.94,1.794659748888619
81,718630815,Nebraska,364571.93,5387269.44,0.07,1993176.19,2622022.85,0.77,0.13904223984928277
82,867810023,Hawaii,1017188.84,6853938.16,0.15,4923386.31,5117778.48,0.18,0.1987559336487733
83,893682132,Idaho,335109.66,2961283.23,0.11,45353.81,7192039.4,0.54,0.04659452505224039
84,554426456,Florida,5421040.43,6097343.41,0.89,4910655.75,5727982.51,0.48,0.9464135793948155
85,231346031,Wisconsin,9764842.17,1800108.43,5.42,5882162.2,4711072.04,0.36,2.0727431223913104
86,385177513,Oklahoma,2874562.59,5915736.34,0.49,4362831.79,894675.76,0.42,3.2129657676206627
87,371246546,Utah,6807143.59,2967564.51,2.29,4836053.03,7126089.27,0.27,0.955242536556099
88,688246608,Maine,5278499.34,314076.46,16.81,248792.6,6494446.81,0.45,0.8127712019863321
89,726859166,Delaware,8654863.0,2592437.13,3.34,1021540.09,1063883.1,0.71,8.135163534414636
90,964198483,California,2481327.27,4266164.75,0.58,4356148.53,2128936.4,0.81,1.165524376397529
91,204330250,Missouri,8755570.14,7099637.59,1.23,2014726.53,7374300.48,0.48,1.1873085676053168
92,851869570,Oregon,6593524.94,575782.32,11.45,5919375.48,1374923.58,0.84,4.795557393815298
93,113423030,Indiana,9686726.7,8884618.36,1.09,6527223.7,2526698.8,0.98,3.8337480905915657
94,146026024,Mississippi,6138720.54,1638375.77,3.75,8404450.03,6002254.13,0.01,1.0227358600692904
95,283051795,Wyoming,8592158.92,1797253.82,4.78,3987333.48,1476678.49,0.79,5.818571190808095
96,991670778,Colorado,6510722.53,1717226.69,3.79,4778579.45,1442926.4,0.67,4.512165367547507
97,693637421,Georgia,2249965.05,747209.6,3.01,741720.35,7395056.89,0.78,0.30425256809620027
98,230956644,Delaware,7396400.86,9690296.74,0.76,7229179.93,7691837.6,0.24,0.9615908765416473
99,225756565,Nebraska,352242.8,3791723.47,0.09,6711485.2,3842034.91,0.64,0.09168131166200152
100,748509787,Vermont,2155894.1,5151705.61,0.42,9621107.99,7070152.1,0.0,0.3049289561960061
101,646417278,Pennsylvania,9400093.75,8488042.34,1.11,3595071.73,9028883.23,0.22,1.0411136693812353
102,282519694,Utah,774157.0,4361711.2,0.18,3443074.5,792884.41,0.1,0.9763806555359059
103,209008779,Kentucky,6180333.23,3426905.26,1.8,6224477.96,2317995.78,0.62,2.6662400696864084
104,815382300,Ohio,8669516.97,3406656.1,2.54,7441447.83,836075.22,0.92,10.36930262088141
105,230629136,Kentucky,7452735.76,4424563.43,1.68,8855482.64,5731091.05,0.97,1.3004043549438986
106,188352732,Mississippi,3852244.2,8283004.94,0.47,8233155.63,3425242.18,0.04,1.124663307748943
107,685942306,Illinois,3798635.36,6052039.94,0.63,1701773.69,7136829.89,0.2,0.5322580779629595
108,33974593,Illinois,8854099.15,7943544.67,1.11,3958967.9,4081533.75,0.16,2.1693068567667733
109,859927939,Washington,8670431.73,2741526.54,3.16,4817523.75,290953.94,0.03,29.800014840837008
110,969141241,Virginia,3783716.0,4426970.16,0.85,9749507.16,4575771.84,0.28,0.8269022434475229
111,622531895,Minnesota,3892986.22,841281.16,4.63,1825676.56,2596471.27,0.04,1.4993372986561104
112,618918640,Kansas,5713456.35,1026002.93,5.57,1835214.6,3127505.3,0.03,1.8268414605084762
113,268836657,Ohio,7737492.25,1552548.99,4.98,298345.81,7900690.14,0.07,0.9793438437518573
114,624296026,Wyoming,916592.63,8859401.04,0.1,261210.74,6335465.94,0.24,0.14467643558983445
115,935110512,Virginia,5852452.2,8844943.2,0.66,5081615.44,3882796.7,0.88,1.5072775249860493
116,954314341,Alabama,7880800.97,7936572.14,0.99,836241.27,8745211.56,0.65,0.9011561259473978
117,998540437,Connecticut,3353380.66,9431676.83,0.36,1534390.29,4470918.71,0.97,0.750042860877692
118,309283669,Texas,5880528.12,5733687.58,1.03,6287842.91,5046174.84,0.91,1.1653437121096661
119,75392146,Wyoming,710267.6,874318.45,0.81,798010.47,4385707.07,0.09,0.1619505335544446
120,16738273,Iowa,1999767.13,6761091.0,0.3,9833792.52,8098347.21,0.44,0.24693521753804873
121,532000336,Texas,3345054.34,2137555.98,1.56,6073523.48,6013866.35,0.53,0.5562235915003332
122,643911383,Florida,5812026.8,5470119.12,1.06,1505832.37,3990148.29,0.61,1.456594185876736
123,799356654,Pennsylvania,520926.49,1522013.76,0.34,8137118.03,5859510.55,0.43,0.08890273096274227
124,215850259,Michigan,8470566.36,9421520.06,0.9,4207140.62,5806078.18,0.33,1.458913589758104
125,672275588,Kansas,2342791.47,9071070.65,0.26,9937903.33,5321899.78,0.77,0.44021713426553855
126,71825185,Wyoming,1416456.39,4930341.43,0.29,2294657.66,1316662.43,0.72,1.075793124893827
127,588083876,Hawaii,5169385.47,2941415.2,1.76,7089473.24,2284929.72,0.2,2.2623827003309316
128,417193170,Georgia,8038937.32,2090817.24,3.84,787998.32,2060402.72,0.26,3.9016340067732003
129,814087320,Arizona,9976915.19,5974289.29,1.67,7333164.02,9688783.35,0.5,1.029738701918647
130,985335724,Mississippi,6908236.36,85764.67,80.55,8041823.79,1718029.35,0.46,4.021023482515011
131,155970309,Iowa,6979344.41,4298832.36,1.62,7450039.74,1366074.32,0.99,5.1090517608148875
132,44870165,Nebraska,209062.65,5454255.77,0.04,5331075.13,7441771.21,0.69,0.0280931305331006
133,71019164,Texas,7553862.24,107885.72,70.02,3967684.15,1846990.04,0.67,4.089822942412835
134,337583369,Delaware,6894559.08,4344394.36,1.59,4291352.46,1626835.52,0.93,4.238018530601053
135,760494501,Virginia,1223150.52,6223975.72,0.2,6417476.23,4857171.01,0.84,0.2518236474445235
136,566063781,Minnesota,8429113.1,4414936.2,1.91,1160660.17,5554303.23,0.45,1.517582449311108
137,816659718,Oklahoma,6432629.49,3213137.32,2.0,5666894.49,2177162.36,0.38,2.954593377225206
138,930606728,Connecticut,734300.14,6785375.97,0.11,6606343.25,4483461.27,0.58,0.16377974421534372
139,242400719,Virginia,2750975.4,7210270.19,0.38,8321671.9,8358307.28,0.57,0.3291306849393553
140,331349200,Kansas,263416.27,4528783.77,0.06,6880777.14,2475313.3,0.48,0.10641734523060173
141,324918771,Minnesota,5623335.44,3880318.65,1.45,4958962.72,6242624.14,0.4,0.9007967344963365
142,921727124,Ohio,6474048.86,6553403.09,0.99,9479769.51,4507940.95,0.97,1.4361432263215426
143,149258899,Massachusetts,3037444.15,26524.85,114.51,3503742.5,4199040.32,0.71,0.7233662738442102
144,805975662,Indiana,4052631.14,2487827.35,1.63,4710447.14,3572147.46,0.58,1.1345083553745567
145,704005295,Wisconsin,7118900.11,3443924.38,2.07,6504269.78,3549249.98,0.84,2.005747735469453
146,784250817,Kansas,7730167.19,4287713.79,1.8,3930488.83,2521108.4,0.08,3.0661780310596725
147,25075867,Oregon,4182080.38,3510738.38,1.19,7518802.26,1438303.03,0.92,2.907649009124315
148,689088487,Oklahoma,4109760.64,4943215.28,0.83,227027.39,1274564.64,0.28,3.224442692839808
149,182271212,Maine,898487.79,5136039.85,0.17,8158020.84,5215743.94,0.18,0.17226455139206853
