,Price_capped,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
83,1034527.0,2338.0,1005.0,10.0,37.0,8.1,99.0,1.76,2.0,0,1
84,635841.0,1787.0,974.0,15.4,57.0,21.8,95.8,1.44,2.0,0,1
85,836551.0,1463.0,643.0,20.6,14.0,10.5,89.4,1.56,2.0,0,1
86,667540.0,1615.0,216.0,40.4,11.0,3.7,99.0,1.52,1.0,0,1
87,923056.0,2243.0,997.0,9.2,61.0,0.5,97.6,0.82,2.0,0,1
88,767153.0,1420.0,802.0,7.0,33.0,1.7,94.8,1.48,2.0,0,1
89,652153.0,1348.0,959.0,39.6,14.0,13.0,97.5,1.94,1.0,0,1
90,833562.0,1960.0,713.0,15.6,4.0,12.6,91.1,0.58,2.0,0,1
91,621220.0,1084.0,495.0,17.6,15.0,8.7,99.0,1.19,2.0,0,1
92,582771.0,1100.0,647.0,66.6,30.0,18.8,96.2,1.58,2.0,0,1
93,616808.0,1788.0,200.0,42.0,28.0,18.6,91.4,1.32,2.0,0,1
94,592201.0,1267.0,612.0,49.3,30.0,4.7,94.6,1.44,2.0,0,1
95,808386.0,1788.0,857.0,41.2,5.0,0.6,94.3,1.84,1.0,0,1
96,737935.0,1627.0,831.0,20.5,1.0,16.9,94.1,1.42,2.0,0,1
97,828239.0,2072.0,774.0,31.5,1.0,0.9,87.8,1.23,2.0,0,1
98,830397.0,1947.0,568.0,36.8,7.0,10.9,91.7,1.52,2.0,0,1
99,732457.0,1373.0,610.0,40.4,7.0,1.7,93.2,1.62,2.0,0,1
100,863259.0,2518.0,997.0,22.3,11.0,0.5,90.7,1.37,2.0,0,1
101,1134400.0,3566.625,1055.0,14.9,23.0,6.6,95.1,1.69,2.0,0,1
102,1199565.125,3566.625,1216.0,34.1,11.0,1.7,94.4,1.86,2.0,0,1
103,599907.0,1459.0,200.0,3.1,5.0,6.2,96.1,1.25,2.0,0,1
104,585765.0,1497.0,200.0,38.9,2.0,3.2,86.6,1.35,2.0,0,1
105,760186.0,1897.0,792.0,9.2,6.0,2.2,85.7,1.19,1.0,0,1
106,931801.0,3471.0,1801.5,58.6,41.0,7.0,92.5,1.66,2.0,0,1
107,678281.0,1471.0,798.0,37.9,25.0,5.0,86.8,1.61,2.0,0,1
108,920723.0,2138.0,1278.0,14.5,17.0,4.3,89.7,1.14,2.0,0,1
109,1014240.0,3417.0,1185.0,7.0,74.5,2.4,87.9,1.44,2.0,0,1
110,657858.0,988.0,569.0,17.6,17.0,20.3,95.4,1.6,1.0,0,1
111,931400.0,2891.0,846.0,18.0,4.0,5.3,94.7,1.37,2.0,0,1
112,746005.0,1729.0,419.0,2.0,60.0,8.2,96.3,1.8,1.0,0,1
113,688078.0,2238.0,1415.0,21.4,14.0,23.55,91.5,1.89,1.0,0,1
114,1047301.0,2309.0,796.0,15.2,12.0,5.2,99.0,1.4,2.0,0,1
115,683272.0,1214.0,200.0,10.8,57.0,8.3,98.1,1.48,2.0,0,1
116,1026624.0,2815.0,844.0,11.4,53.0,10.1,97.5,0.68,2.0,0,1
117,831927.0,1874.0,790.0,9.4,29.0,21.1,94.4,1.98,2.0,0,1
118,1023344.0,2906.0,1025.0,9.0,74.5,9.4,92.3,1.21,2.0,0,1
119,526374.0,1190.0,718.0,26.2,53.0,8.0,93.2,1.91,2.0,0,1
120,646288.0,2059.0,200.0,40.9,74.5,6.3,89.3,1.34,2.0,0,1
121,606491.0,1140.0,901.0,15.1,32.0,18.5,88.4,1.45,2.0,0,1
122,790844.0,2147.0,832.0,12.4,18.0,6.6,95.5,1.38,2.0,0,1
123,777216.0,1734.0,880.0,50.0,47.0,0.8,96.1,0.86,2.0,0,1
124,732309.0,1822.0,623.0,37.2,8.0,23.55,96.1,1.15,2.0,0,1
125,756663.0,1635.0,717.0,45.1,34.0,0.5,96.6,0.96,2.0,0,1
126,840137.0,2904.0,839.0,15.1,7.0,23.55,83.54999999999998,1.27,2.0,0,1
127,970586.0,3201.0,376.0,31.7,8.0,1.6,97.5,1.39,2.0,0,1
128,819376.0,2007.0,1259.0,27.6,8.0,6.2,93.6,2.12,2.0,0,1
129,710175.0,1233.0,850.0,36.3,8.0,0.6,85.1,1.27,2.0,0,1
130,1003040.0,3249.0,969.0,24.7,18.0,1.0,93.2,1.07,2.0,0,1
131,776173.0,1795.0,702.0,21.1,18.0,5.3,92.8,1.09,2.0,0,1
132,801947.0,3022.0,1042.0,23.0,56.0,2.2,89.3,1.56,2.0,0,1
133,649972.0,1849.0,496.0,35.0,27.0,11.7,90.5,1.77,2.0,0,1
134,1073425.0,3068.0,750.0,3.6,35.0,10.4,95.6,1.84,2.0,0,1
135,776072.0,1684.0,844.0,30.3,46.0,2.6,94.4,0.94,2.0,0,1
136,557310.0,1346.0,761.0,57.5,21.0,12.8,95.9,1.17,2.0,0,1
137,795397.0,1656.0,922.0,22.7,6.0,1.3,92.8,1.6,2.0,0,1
138,709703.0,1471.0,587.0,42.6,20.0,19.2,94.8,1.54,2.0,0,1
139,664994.0,1831.0,795.0,26.9,48.0,17.8,96.9,0.92,2.0,0,1
140,970823.0,1971.0,751.0,57.0,0.0,0.5,91.8,1.62,2.0,0,1
141,601988.0,1178.0,203.0,15.2,54.0,5.5,92.9,1.05,2.0,0,1
142,645983.0,1332.0,200.0,39.5,73.0,4.3,90.4,1.47,2.0,0,1
143,595193.0,1212.0,223.0,28.5,5.0,8.4,85.7,1.54,2.0,0,1
144,806772.0,2167.0,1033.0,38.9,53.0,23.55,90.5,1.53,2.0,0,1
145,848199.0,2050.0,498.0,25.4,1.0,5.8,90.9,1.96,2.0,0,1
146,761236.0,1705.0,622.0,35.6,7.0,1.6,91.4,1.15,2.0,0,1
147,612665.0,1968.0,610.0,1.7,63.0,23.55,89.8,1.1,2.0,0,1
148,834131.0,2026.0,558.0,22.1,10.0,0.5,94.2,1.38,1.0,0,1
149,791044.0,1518.0,200.0,12.1,3.0,10.4,89.1,1.24,2.0,0,1
150,832774.0,2066.0,522.0,46.1,16.0,9.6,96.3,1.05,2.0,0,1
151,755486.0,1553.0,426.0,5.9,7.0,13.6,88.0,1.28,2.0,0,1
152,1052628.0,3566.625,1021.0,61.7,7.0,11.8,99.0,1.06,2.0,0,1
153,717391.0,1606.0,1049.0,73.0,10.0,2.3,92.1,1.74,2.0,0,1
154,597086.0,1265.0,624.0,19.2,19.0,0.5,91.9,1.07,2.0,0,1
155,788839.0,2018.0,535.0,54.8,21.0,4.8,92.8,1.75,2.0,0,1
156,947239.0,2026.0,1222.0,14.6,23.0,4.7,98.4,1.18,2.0,0,1
157,794962.0,1337.0,671.0,7.4,20.0,2.6,87.4,0.81,2.0,0,1
158,815934.0,2129.0,1183.0,7.1,6.0,11.4,92.6,1.82,2.0,0,1
159,785281.0,2023.0,1106.0,16.6,74.5,13.7,87.0,0.93,2.0,0,1
160,788951.0,2588.0,942.0,38.0,13.0,20.5,95.8,1.06,1.0,0,1
161,772433.0,1506.0,369.0,28.0,15.0,4.5,95.9,0.81,2.0,0,1
162,744780.0,1638.0,233.0,12.1,6.0,23.55,91.4,1.35,2.0,0,1
163,794721.0,2346.0,200.0,23.7,5.0,13.6,93.8,1.41,2.0,0,1
164,509999.0,966.0,200.0,18.0,25.0,23.55,98.7,1.12,2.0,0,1
165,764414.0,1870.0,1010.0,37.1,38.0,1.5,93.0,0.97,2.0,0,1
166,551329.0,1365.0,605.0,12.9,71.0,7.1,90.8,1.8,2.0,0,1
167,1050797.0,3144.0,671.0,52.7,11.0,21.0,96.8,1.02,2.0,0,1
168,765370.0,1835.0,340.0,8.3,18.0,7.1,90.0,1.47,2.0,0,1
169,642937.0,1263.0,418.0,32.1,43.0,2.1,99.0,0.8,2.0,0,1
170,630908.0,1009.0,200.0,31.4,25.0,19.9,91.6,1.65,2.0,0,1
171,760306.0,1636.0,470.0,16.2,14.0,23.55,93.6,1.31,2.0,0,1
172,1064547.0,1838.0,1100.0,7.0,17.0,1.4,90.9,1.44,2.0,0,1
173,374768.125,1488.0,600.0,21.9,74.5,15.4,93.6,1.08,1.0,0,1
174,658044.0,1868.0,1100.0,23.7,7.0,19.6,93.1,1.42,2.0,0,1
175,937794.0,3047.0,933.0,21.1,68.0,8.8,99.0,1.23,2.0,0,1
176,850145.0,2784.0,1040.0,48.4,4.0,9.1,91.8,1.05,2.0,0,1
177,652913.0,871.0,441.0,73.2,10.0,2.8,93.1,1.48,2.0,0,1
178,634066.0,1581.0,200.0,63.9,8.0,6.8,93.7,1.29,2.0,0,1
179,928613.0,2317.0,672.0,7.4,39.0,8.2,92.9,1.77,2.0,0,1
180,775694.0,1212.0,200.0,17.9,42.0,5.8,88.9,0.8,2.0,0,1
181,717018.0,1498.0,870.0,35.3,10.0,0.8,94.2,1.43,2.0,0,1
182,444676.0,1174.0,200.0,52.9,10.0,11.2,93.2,1.57,2.0,0,1
183,877832.0,1579.0,200.0,6.7,14.0,0.7,97.2,1.15,2.0,0,1
184,737229.0,2309.0,802.0,10.7,1.0,5.5,90.5,1.75,1.0,0,1
185,650217.0,1586.0,725.0,39.0,7.0,18.2,89.6,1.34,2.0,0,1
186,519702.0,1162.0,622.0,73.6625,30.0,7.4,88.6,1.91,2.0,0,1
187,1133909.0,2599.0,1066.0,4.9,12.0,3.4,93.2,1.5,2.0,0,1
188,796444.0,1099.0,387.0,63.4,3.0,2.8,88.6,0.91,2.0,0,1
189,689207.0,1044.0,555.0,43.7,12.0,2.6,89.3,1.35,2.0,0,1
190,867005.0,2225.0,496.0,24.6,14.0,16.3,94.6,1.24,2.0,0,1
191,926903.0,3327.0,1512.0,27.3,15.0,5.5,93.2,1.43,2.0,0,1
192,413593.0,869.0,200.0,22.3,32.0,23.55,86.3,1.55,2.0,0,1
193,895024.0,2648.0,904.0,35.6,2.0,0.9,91.1,2.2,2.0,0,1
194,618315.0,989.0,429.0,30.0,33.0,13.3,89.4,1.61,2.0,0,1
195,611807.0,1123.0,429.0,5.1,11.0,13.9,87.8,2.06,2.0,0,1
196,764224.0,2033.0,230.0,16.7,8.0,9.1,88.5,1.44,2.0,0,1
197,594700.0,1490.0,360.0,14.3,23.0,9.7,89.5,2.17,2.0,0,1
198,883388.0,1928.0,228.0,34.2,21.0,4.8,96.7,0.72,2.0,0,1
199,621417.0,1150.0,200.0,15.5,52.0,1.7,91.2,1.31,2.0,0,1
200,752988.0,1817.0,702.0,55.4,45.0,4.8,90.3,2.08,2.0,0,1
201,816462.0,1303.0,286.0,11.9,10.0,5.1,94.3,1.73,2.0,0,1
202,767876.0,1122.0,443.0,11.3,10.0,2.7,92.1,1.49,2.0,0,1
203,742314.0,1291.0,292.0,36.3,26.0,4.9,89.3,0.82,2.0,0,1
204,788181.0,1879.0,358.0,11.9,20.0,6.0,94.0,1.66,2.0,0,1
205,565807.0,1407.0,387.0,13.1,46.0,23.55,98.5,1.44,2.0,0,1
206,1111550.0,3345.0,1193.0,23.4,48.0,15.5,97.2,1.96,2.0,0,1
207,852359.0,1445.0,752.0,16.9,27.0,5.8,90.3,0.85,2.0,0,1
208,555792.0,1651.0,636.0,40.9,41.0,4.5,97.4,1.47,2.0,0,1
209,657736.0,1006.0,200.0,43.4,30.0,5.2,92.9,1.04,2.0,0,1
210,736291.0,2092.0,1020.0,26.1,23.0,0.5,92.2,2.24,2.0,0,1
211,616334.0,1819.0,223.0,27.8,74.5,10.7,91.2,1.08,2.0,0,1
212,1061386.0,2794.0,253.0,22.6,1.0,1.3,99.0,1.76,2.0,0,1
213,635293.0,1316.0,389.0,23.4,5.0,23.55,92.1,1.25,2.0,0,1
214,652563.0,1928.0,1067.0,14.1,24.0,23.55,89.3,1.83,2.0,0,1
215,608155.0,1070.0,446.0,19.8,65.0,6.4,96.5,0.96,2.0,0,1
216,776713.0,1976.0,732.0,21.8,4.0,9.5,91.5,1.51,2.0,0,1
217,917892.0,2948.0,1170.0,61.9,37.0,0.8,98.2,0.83,2.0,0,1
218,756194.0,1585.0,394.0,16.1,74.5,1.6,98.2,1.42,2.0,0,1
219,757215.0,1305.0,200.0,38.0,2.0,4.2,98.7,0.78,2.0,0,1
220,686838.0,1215.0,234.0,22.3,39.0,5.7,87.3,2.03,2.0,0,1
221,788636.0,2058.0,282.0,17.7,10.0,2.6,87.9,1.2,1.0,0,1
222,1199565.125,3566.625,1576.0,12.9,16.0,1.6,89.0,1.39,2.0,0,1
223,795072.0,1495.0,763.0,18.8,26.0,17.5,97.0,0.9,2.0,0,1
224,625476.0,1447.0,283.0,10.5,27.0,21.4,93.6,1.93,2.0,0,1
225,685602.0,1482.0,464.0,53.4,10.0,7.1,91.3,1.16,2.0,0,1
226,882466.0,1474.0,723.0,0.9,13.0,5.6,96.7,2.09,2.0,0,1
227,673448.0,1453.0,549.0,12.4,30.0,23.55,93.5,1.34,2.0,0,1
228,761824.0,1989.0,809.0,7.5,66.0,2.2,89.7,1.65,2.0,0,1
229,938966.0,3566.625,1164.0,29.4,24.0,3.9,90.1,1.75,2.0,0,1
230,687623.0,1394.0,975.0,47.9,13.0,3.2,88.4,0.6,2.0,0,1
231,699749.0,1502.0,1189.0,6.8,49.0,8.9,88.9,1.29,2.0,0,1
232,815345.0,1947.0,205.0,16.6,10.0,2.2,87.8,2.17,2.0,0,1
233,1097487.0,2728.0,1554.0,28.7,4.0,3.4,91.1,1.53,2.0,0,1
234,746257.0,2285.0,990.0,33.4,22.0,14.5,96.0,1.85,2.0,0,1
235,936600.0,3435.0,819.0,73.6625,45.0,10.2,95.0,1.42,2.0,0,1
236,1111468.0,2920.0,974.0,12.9,3.0,4.2,94.2,1.44,2.0,0,1
237,1113464.0,2746.0,1526.0,10.6,17.0,3.2,92.6,1.14,2.0,0,1
238,761037.0,2048.0,1044.0,16.1,2.0,11.8,93.6,1.84,2.0,0,1
239,669960.0,1568.0,678.0,31.2,13.0,7.9,95.2,1.7,2.0,0,1
240,827049.0,1925.0,1013.0,43.8,27.0,2.9,94.5,1.66,2.0,0,1
241,633581.0,1257.0,519.0,14.2,20.0,13.1,93.0,0.93,2.0,0,1
242,690379.0,1056.0,200.0,27.7,5.0,11.6,99.0,1.55,2.0,0,1
243,974079.0,3113.0,1330.0,6.9,16.0,11.9,88.3,0.89,1.0,0,1
244,757652.0,1084.0,609.0,22.4,4.0,4.5,93.1,1.0,2.0,0,1
245,564312.0,834.0,200.0,31.4,2.0,0.6,93.2,1.27,2.0,0,1
246,832244.0,1960.0,244.0,47.9,13.0,3.0,86.5,0.99,2.0,0,1
247,862624.0,2443.0,1486.0,25.3,38.0,4.4,89.6,1.73,2.0,0,1
248,886498.0,2260.0,1499.0,22.7,30.0,18.4,98.1,1.66,2.0,0,1
249,714722.0,1772.0,551.0,44.5,24.0,2.9,96.8,0.57,1.0,0,1
250,626091.0,1654.0,883.0,24.7,61.0,14.3,93.5,1.84,2.0,0,1
251,583195.0,1162.0,200.0,46.6,34.0,7.2,93.1,1.46,2.0,0,1
252,707046.0,2105.0,886.0,44.4,17.0,23.55,96.5,1.87,2.0,0,1
253,806123.0,2254.0,414.0,33.8,34.0,1.6,87.5,1.24,2.0,0,1
254,862152.0,1928.0,916.0,66.3,0.0,0.5,91.8,1.35,2.0,0,1
255,1039547.0,2307.0,725.0,39.2,26.0,10.3,89.1,1.12,2.0,0,1
256,714407.0,1744.0,1167.0,34.8,1.0,8.3,89.2,1.65,2.0,0,1
257,800074.0,1034.0,200.0,8.5,35.0,3.3,87.5,1.81,2.0,0,1
258,1188044.0,3046.0,936.0,8.5,14.0,1.4,91.6,2.0,2.0,0,1
259,811388.0,2447.0,235.0,15.1,1.0,17.2,94.8,1.83,2.0,0,1
260,789390.0,1666.0,240.0,38.3,4.0,3.4,93.0,1.24,2.0,0,1
261,584127.0,1817.0,366.0,51.4,2.0,1.1,89.6,1.57,2.0,0,1
262,787855.0,1631.0,1026.0,30.9,13.0,2.9,98.4,1.96,2.0,0,1
263,1042495.0,3377.0,483.0,4.5,74.5,1.9,97.6,1.56,2.0,0,1
264,819528.0,2253.0,542.0,20.0,37.0,3.9,90.7,1.33,2.0,0,1
265,831211.0,2938.0,791.0,62.5,15.0,6.9,94.5,0.98,2.0,0,1
266,482169.0,1435.0,541.0,24.2,70.0,21.4,93.8,1.53,2.0,0,1
267,916349.0,2248.0,513.0,23.2,11.0,1.2,92.0,1.26,2.0,0,1
268,840015.0,1929.0,690.0,45.3,7.0,3.3,95.8,1.27,2.0,0,1
269,829524.0,1609.0,313.0,8.4,48.0,6.3,96.5,1.4,2.0,0,1
270,806492.0,1473.0,727.0,40.7,2.0,10.0,88.1,0.93,2.0,0,1
271,849794.0,1785.0,1101.0,10.9,33.0,10.6,94.9,0.98,2.0,0,1
272,1199565.125,3566.625,1356.0,45.2,31.0,0.5,95.9,1.08,2.0,0,1
273,1127160.0,3295.0,1421.0,18.8,7.0,4.0,92.1,1.81,2.0,0,1
274,621589.0,2097.0,1251.0,36.2,33.0,17.7,89.6,1.17,2.0,0,1
275,1067193.0,2070.0,901.0,10.1,6.0,0.7,95.1,1.87,2.0,0,1
276,771461.0,2258.0,601.0,56.4,48.0,2.8,96.3,0.75,2.0,0,1
277,934078.0,3018.0,1216.0,20.8,74.5,6.4,92.8,2.02,2.0,0,1
278,629820.0,1446.0,200.0,25.2,35.0,9.6,90.5,1.03,1.0,0,1
279,480128.0,2067.0,946.0,52.0,36.0,19.0,94.1,1.29,2.0,0,1
280,830457.0,2177.0,929.0,20.2,21.0,7.5,89.3,2.0,2.0,0,1
281,550070.0,700.0,328.0,38.7,26.0,4.9,93.6,1.59,2.0,0,1
282,920174.0,2691.0,1252.0,37.4,10.0,7.7,99.0,1.33,2.0,0,1
283,679394.0,1216.0,407.0,45.8,4.0,1.9,96.3,1.31,2.0,0,1
284,882668.0,1771.0,466.0,25.1,3.0,9.0,93.2,0.79,2.0,0,1
285,802966.0,1149.0,563.0,14.7,9.0,6.1,87.3,1.81,2.0,0,1
286,1065813.0,2092.0,794.0,4.9,18.0,8.5,88.5,1.1,2.0,0,1
287,856920.0,2582.0,565.0,46.8,59.0,1.7,93.9,0.73,2.0,0,1
288,658937.0,1644.0,845.0,62.5,20.0,2.4,98.6,1.15,2.0,0,1
289,786332.0,1755.0,461.0,3.1,21.0,3.4,93.8,1.51,2.0,0,1
290,883982.0,1850.0,883.0,36.7,20.0,1.3,92.7,1.02,2.0,0,1
291,456742.0,894.0,420.0,34.8,11.0,19.6,95.0,1.37,1.0,0,1
292,889479.0,2481.0,728.0,28.8,32.0,4.5,91.6,1.25,2.0,0,1
293,886350.0,2553.0,1386.0,35.2,21.0,2.1,89.5,1.65,2.0,0,1
294,895638.0,1942.0,1332.0,21.7,2.0,0.6,95.8,1.37,2.0,0,1
295,1144684.0,3566.625,1617.0,68.8,60.0,17.0,92.1,1.52,2.0,0,1
296,775173.0,2600.0,517.0,43.4,22.0,11.8,90.3,1.27,2.0,0,1
297,915996.0,2650.0,1801.5,25.9,25.0,2.4,89.4,1.03,2.0,0,1
298,860023.0,2727.0,785.0,35.8,69.0,1.7,95.2,0.87,2.0,0,1
299,774830.0,2251.0,1033.0,39.6,74.5,3.8,90.3,1.31,2.0,0,1
300,700736.0,1207.0,200.0,37.8,10.0,4.0,92.8,1.73,2.0,0,1
301,625886.0,1382.0,200.0,58.8,48.0,6.1,90.9,1.67,2.0,0,1
302,619321.0,1760.0,674.0,53.3,18.0,23.55,92.7,2.06,2.0,0,1
303,738523.0,2014.0,818.0,12.0,3.0,1.9,91.0,1.19,1.0,0,1
304,914254.0,2110.0,643.0,28.6,34.0,1.6,92.0,0.94,2.0,0,1
305,990352.0,3145.0,494.0,22.3,30.0,1.7,98.1,0.73,2.0,0,1
306,1006999.0,2563.0,1267.0,8.5,18.0,0.5,88.1,1.12,2.0,0,1
307,656994.0,1415.0,200.0,14.5,8.0,1.3,87.7,1.25,1.0,0,1
308,763367.0,1607.0,987.0,48.3,27.0,0.5,98.6,1.64,2.0,0,1
309,993481.0,2427.0,670.0,47.3,29.0,3.3,96.6,0.92,2.0,0,1
